type	abstr_utt	abstr_da	utt	da
request	to *STOP and	"inform(to_stop=""*STREET"")"	to Bowling Green and	from_stop=?
confirm	ok what if i leave at around *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	ok what if i leave at around eight pm	departure_time=8:00, ampm=pm
confirm	i'd like to go for a trip from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'd like to go for a trip from Bryant Park to Washington Square	to_stop=Washington Square, from_stop=Bryant Park
request	but i want to go to by by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go to by by subway	from_stop=?, to_stop=?
confirm	is there a schedule at a later time	"inform(alternative=""next"")"	is there a schedule at a later time	alternative=next
confirm-request	to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	to Park Place at five o'clock	confirm: to_stop=Park Place, departure_time=5:00; request: from_stop=?
apologize	-klin street and going to *STOP	"inform(to_stop=""*STOP"")"	-klin street and going to City Hall	*=notfound, to_stop=City Hall
confirm	option at a later time	"inform(alternative=""next"")"	option at a later time	alternative=next
request	destination is *STOP	"inform(to_stop=""*STREET"")"	destination is Wall Street	from_stop=?
request	alright if i go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	alright if i go by subway	from_stop=?, to_stop=?
reply	is there time requirement	request(duration)	is there time requirement	duration=64 minutes
confirm-request	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
apologize	yes i'd like public transit from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	yes i'd like public transit from Bleecker Street to Central Park	*=notfound, from_stop=Bleecker Street, to_stop=Central Park
apologize	i am traveling to *STOP	"inform(to_stop=""*STOP"")"	i am traveling to Bryant Park	*=notfound, to_stop=Bryant Park
confirm	i'm traveling from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm traveling from Herald Square to Central Park	to_stop=Central Park, from_stop=Herald Square
reply	i want to go at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i want to go at four pm by bus	line=M10, vehicle=bus, departure_time=4:03pm, direction=Marble Hill, from_stop=Chambers Street
apologize	i'm traveling from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm traveling from Rector Street to Roosevelt Island	*=notfound, to_stop=Roosevelt Island, from_stop=Rector Street
reply	what time does it leave	"request(departure_time=""*DEPARTURE_TIME"")"	what time does it leave	departure_time=4:21pm
reply	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the subway	direction=East Broadway, line=L, from_stop=World Trade Center, vehicle=subway, departure_time=7:12am
reply	no i would like to go to *STOP	"inform(to_stop=""*STOP"")"	no i would like to go to East Broadway	line=D, from_stop=Bryant Park, direction=East Broadway, vehicle=subway, departure_time=7:07pm
reply	i want to go i want to go from *STOP	"inform(from_stop=""*STREET"")"	i want to go i want to go from Penn Station	departure_time=12:18pm, direction=Columbia University, vehicle=subway, from_stop=Penn Station, line=7
reply	how long will that trip take	request(duration)	how long will that trip take	duration=53 minutes
apologize	ok and i need to find out the connection in a *NUMBER an hour	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	ok and i need to find out the connection in a half an hour	*=notfound, departure_time_rel=0:30
reply	yes i would like to know when i could catch the next transportation from *STOP	"inform(from_stop=""*STOP"")&inform(alternative=""next"")"	yes i would like to know when i could catch the next transportation from Park Place	vehicle=subway, direction=Rector Street, line=B, from_stop=Park Place, departure_time=11:02am
reply	what if i want to go instead to *STOP	"inform(to_stop=""*STOP"")"	what if i want to go instead to Penn Station	vehicle=subway, from_stop=Wall Street, line=J, direction=Penn Station, departure_time=9:05pm
reply	no i want to arrive at *STOP	"inform(to_stop=""*STREET"")"	no i want to arrive at Dyckman Street	departure_time=10:02am, from_stop=Times Square, direction=Dyckman Street, vehicle=bus, line=M14
reply	i want to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i want to take the subway	departure_time=9:07am, vehicle=subway, from_stop=Lincoln Center, line=C, direction=Rector Street
confirm	i want to arrive in *STOP	"inform(to_stop=""*STREET"")"	i want to arrive in Broad Street	to_stop=Broad Street
request	i would like to leave or depart at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i would like to leave or depart at nine am	from_stop=?, to_stop=?
apologize	what is the next connection	"inform(alternative=""next"")"	what is the next connection	*=notfound, alternative=next
reply	instead of going to *STOP i'd like to g-	"inform(to_stop=""*STOP"")"	instead of going to Wall Street i'd like to g-	from_stop=Grand Street, vehicle=subway, departure_time=7:05pm, direction=Wall Street, line=G
apologize	i'm heading to *STOP	"inform(to_stop=""*STOP"")"	i'm heading to Prince Street	*=notfound, to_stop=Prince Street
confirm	i want to go to *STOP	"inform(to_stop=""*STREET"")"	i want to go to Houston Street	to_stop=Houston Street
reply	can i get a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	can i get a ride at nine am	departure_time=9:10am, direction=Inwood, line=M7, from_stop=Bleecker Street, vehicle=bus
apologize	yes i need directions to *STOP	"inform(to_stop=""*STREET"")"	yes i need directions to Franklin Street	*=notfound, to_stop=Franklin Street
confirm	information to get from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	information to get from Cathedral Parkway to East Broadway	from_stop=Cathedral Parkway, to_stop=East Broadway
apologize	no i would like to go to *STOP	"inform(to_stop=""*STREET"")"	no i would like to go to Times Square	*=notfound, to_stop=Times Square
reply	i am headed from *STOP to *STOP and i was wondering how long the ride would be	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")&request(distance)"	i am headed from Times Square to Union Square and i was wondering how long the ride would be	distance=11.7 miles
reply	a *NUMBER o clock *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a *NUMBER o clock subway	line=Z, vehicle=subway, departure_time=10:07am, direction=Canal Street, from_stop=Rector Street
reply	distance	request(distance)	distance	distance=9.2 miles
apologize	*NUMBER o'clock from	"inform(departure_time=""*TIME"")"	seven o'clock from	*=notfound, departure_time=7:00
apologize	is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there another alternative for six o'clock in the evening by taking the subway	*=notfound, departure_time=6:00, ampm=pm, vehicle=subway, alternative=next
confirm	yes i would like to travel from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i would like to travel from Grand Central to Lincoln Center	from_stop=Grand Central, to_stop=Lincoln Center
request	i want to change my mind and go to *STOP at *NUMBER o'clock	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")"	i want to change my mind and go to Washington Square at seven o'clock	from_stop=?
apologize	*NUMBER minutes	"inform(departure_time=""*TIME"")"	twenty minutes	*=notfound, departure_time=0:20
request	street at *NUMBER o'clock *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	street at eight o'clock pm	from_stop=?, to_stop=?
confirm	i need to find the *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	i need to find the bus connection from Dyckman Street to Bowling Green	from_stop=Dyckman Street, to_stop=Bowling Green, vehicle=bus
reply	how to travel from *STOP	"inform(from_stop=""*STREET"")"	how to travel from Prince Street	direction=Bowery, vehicle=subway, from_stop=Prince Street, departure_time=3:02pm, line=R
confirm	yes i would like to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	yes i would like to take the bus	vehicle=bus
request	i need a ride at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i need a ride at ten pm	from_stop=?, to_stop=?
reply	i want to go from *STOP to	"inform(from_stop=""*STREET"")"	i want to go from Washington Square to	vehicle=subway, line=A, departure_time=11:04am, direction=Delancey Street, from_stop=Washington Square
reply	alright then go to *STOP	"inform(to_stop=""*STREET"")"	alright then go to Port Authority Bus Terminal	from_stop=Bryant Park, departure_time=7:05am, vehicle=bus, direction=Port Authority Bus Terminal, line=M31
confirm-reply	i want to arrive at *STOP how long will it take	"inform(to_stop=""*STOP"")&request(duration)"	i want to arrive at Cathedral Parkway how long will it take	confirm: to_stop=Cathedral Parkway; reply: duration=26 minutes
confirm	can i get a schedule at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	can i get a schedule at six pm	departure_time=6:00, ampm=pm
apologize	*STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	Penn Station to Essex Street	*=notfound, from_stop=Penn Station, to_stop=Essex Street
reply	time requirements and next connection	"request(duration)&inform(alternative=""next"")"	time requirements and next connection	duration=55 minutes
confirm-request	by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
confirm	i need to find out about a transit schedule i wanna go from *STOP to *STOP wanna know how long it would take and what *VEHICLE that would be on and an alternative for *NUMBER in the *AMPM going to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&request(duration)"	i need to find out about a transit schedule i wanna go from Bleecker Street to Bowery wanna know how long it would take and what bus that would be on and an alternative for *NUMBER in the evening going to Bowery	from_stop=Bleecker Street, to_stop=Bowery, ampm=pm, vehicle=bus
reply	what time is the arrival	"request(arrival_time=""*ARRIVAL_TIME"")"	what time is the arrival	arrival_time=8:41pm
apologize	i am travelling from *STOP and my destination is *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i am travelling from Rector Street and my destination is Times Square	*=notfound, from_stop=Rector Street, to_stop=Times Square
reply	no i want to go from *STOP	"inform(from_stop=""*STREET"")"	no i want to go from Marble Hill	departure_time=12:11pm, vehicle=bus, line=M8, from_stop=Marble Hill, direction=Herald Square
apologize	ok i would like to go to *STOP	"inform(to_stop=""*STREET"")"	ok i would like to go to City Hall	*=notfound, to_stop=City Hall
apologize	from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	from Chambers Street to Herald Square	*=notfound, to_stop=Herald Square, from_stop=Chambers Street
reply	i am going to *STOP	"inform(to_stop=""*STOP"")"	i am going to Cathedral Parkway	vehicle=subway, direction=Cathedral Parkway, from_stop=Union Square, line=7, departure_time=7:09am
apologize	option at a later time	"inform(alternative=""next"")"	option at a later time	*=notfound, alternative=next
apologize	is there a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	is there a subway connection	*=notfound, vehicle=subway
confirm	is there a *VEHICLE option	"inform(vehicle=""*VEHICLE"")"	is there a subway option	vehicle=subway
apologize	i'm going to *STOP	"inform(to_stop=""*STREET"")"	i'm going to Central Park	*=notfound, to_stop=Central Park
confirm-request	no i want to go to *STOP	"inform(to_stop=""*STREET"")"	no i want to go to Bleecker Street	confirm: to_stop=Bleecker Street; request: from_stop=?
request	yes can i have a connection to from *STOP to ro	"inform(from_stop=""*STREET"")"	yes can i have a connection to from East Broadway to ro	to_stop=?
apologize	i want to arrive at *STOP	"inform(to_stop=""*STREET"")"	i want to arrive at World Trade Center	*=notfound, to_stop=World Trade Center
confirm-request	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at nine pm	confirm: departure_time=9:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	in *NUMBER minutes	"inform(departure_time_rel=""*TIME_REL"")"	in fifteen minutes	*=notfound, departure_time_rel=0:15
apologize	i need -tation route departing from *STOP	"inform(from_stop=""*STREET"")"	i need -tation route departing from Union Square	*=notfound, from_stop=Union Square
request	alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	alternative at seven pm	from_stop=?, to_stop=?
apologize	what about a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	what about a connection at eight pm	*=notfound, departure_time=8:00, ampm=pm
confirm-request	*STOP to *NUMBER street	"inform(from_stop=""*STREET"")"	Broad Street to *NUMBER street	confirm: from_stop=Broad Street; request: to_stop=?
confirm	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at six o'clock pm	departure_time=6:00, ampm=pm
confirm-request	ride on the *VEHICLE from delancey to *STOP	"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")"	ride on the bus from delancey to Inwood	confirm: to_stop=Inwood, vehicle=bus; request: from_stop=?
reply	i want to arrive in *STOP how long will that take	"inform(to_stop=""*STOP"")&request(duration)"	i want to arrive in Canal Street how long will that take	duration=40 minutes
reply	no port authority to *STOP	"inform(to_stop=""*STREET"")"	no port authority to Bowling Green	departure_time=8:02am, vehicle=bus, from_stop=City Hall, line=M8, direction=Bowling Green
apologize	i would like to go from *STOP towards *STOP	"inform(from_stop=""*STREET"")"	i would like to go from City Hall towards *STOP	*=notfound, from_stop=City Hall
confirm	yes i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i need a ride from Penn Station to Central Park	from_stop=Penn Station, to_stop=Central Park
apologize	how bout the next ride	"inform(alternative=""next"")"	how bout the next ride	*=notfound, alternative=next
confirm-request	yes can i have a connection to from *STOP to ro	"inform(from_stop=""*STREET"")"	yes can i have a connection to from Canal Street to ro	confirm: from_stop=Canal Street; request: to_stop=?
