type	abstr_utt	abstr_da	utt	da
confirm	is there a different connection like a *VEHICLE	"inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there a different connection like a subway	vehicle=subway, alternative=next
reply	is there a later alternative	"inform(alternative=""next"")"	is there a later alternative	direction=Canal Street, vehicle=subway, departure_time=10:16pm, line=M, from_stop=Lincoln Center
apologize	is there a later alternative	"inform(alternative=""next"")"	is there a later alternative	*=notfound, alternative=next
confirm	is there a later alternative	"inform(alternative=""next"")"	is there a later alternative	alternative=next
reply	is there a later option	"inform(alternative=""next"")"	is there a later option	from_stop=Central Park, line=N, vehicle=subway, direction=Port Authority Bus Terminal, departure_time=7:13am
apologize	is there a later option	"inform(alternative=""next"")"	is there a later option	*=notfound, alternative=next
confirm	is there a later option	"inform(alternative=""next"")"	is there a later option	alternative=next
reply	is there a later time	"inform(alternative=""next"")"	is there a later time	vehicle=subway, direction=World Trade Center, from_stop=Grand Central, departure_time=9:06am, line=R
apologize	is there a later time	"inform(alternative=""next"")"	is there a later time	*=notfound, alternative=next
confirm	is there a later time	"inform(alternative=""next"")"	is there a later time	alternative=next
reply	is there an alternate route at a later time	"inform(alternative=""next"")"	is there an alternate route at a later time	vehicle=bus, line=M1, from_stop=Bleecker Street, departure_time=7:18am, direction=Chambers Street
apologize	is there an alternate route at a later time	"inform(alternative=""next"")"	is there an alternate route at a later time	*=notfound, alternative=next
confirm	is there an alternate route at a later time	"inform(alternative=""next"")"	is there an alternate route at a later time	alternative=next
reply	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at seven am	line=M100, vehicle=bus, departure_time=7:14am, direction=Columbus Circle, from_stop=Port Authority Bus Terminal
apologize	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at four pm	*=notfound, departure_time=4:00, ampm=pm
request	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at four pm	from_stop=?, to_stop=?
confirm-request	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at six pm	confirm: departure_time=6:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at six pm	departure_time=6:00, ampm=pm
reply	is there an alternate time later	"inform(alternative=""next"")"	is there an alternate time later	vehicle=subway, from_stop=Prince Street, direction=Grand Central, line=C, departure_time=8:13pm
apologize	is there an alternate time later	"inform(alternative=""next"")"	is there an alternate time later	*=notfound, alternative=next
confirm	is there an alternate time later	"inform(alternative=""next"")"	is there an alternate time later	alternative=next
reply	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at eight pm	line=L, direction=Fulton Street, departure_time=8:04pm, from_stop=Rector Street, vehicle=subway
apologize	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at nine pm	*=notfound, departure_time=9:00, ampm=pm
request	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at eight pm	from_stop=?, to_stop=?
confirm-request	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at eleven am	confirm: departure_time=11:00, ampm=am; request: from_stop=?, to_stop=?
confirm	is there an alternative at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at eleven am	departure_time=11:00, ampm=am
reply	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at nine in the evening	from_stop=Bleecker Street, vehicle=subway, line=G, direction=East Broadway, departure_time=9:12pm
apologize	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at nine in the evening	*=notfound, departure_time=9:00, ampm=pm
request	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at six in the evening	from_stop=?, to_stop=?
confirm-request	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at nine in the morning	confirm: departure_time=9:00, ampm=am; request: from_stop=?, to_stop=?
confirm	is there an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative at nine in the morning	departure_time=9:00, ampm=am
reply	is there an alternative later time	"inform(alternative=""next"")"	is there an alternative later time	direction=Columbus Circle, line=G, departure_time=10:06am, vehicle=subway, from_stop=Central Park
apologize	is there an alternative later time	"inform(alternative=""next"")"	is there an alternative later time	*=notfound, alternative=next
confirm	is there an alternative later time	"inform(alternative=""next"")"	is there an alternative later time	alternative=next
reply	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at ten pm	direction=Rockefeller Center, departure_time=10:19pm, from_stop=Astor Place, vehicle=bus, line=M57
apologize	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at eleven am	*=notfound, departure_time=11:00, ampm=am
request	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at ten am	from_stop=?, to_stop=?
confirm-request	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at nine pm	confirm: departure_time=9:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	is there an alternative route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternative route at nine pm	departure_time=9:00, ampm=pm
reply	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to eight pm i would like to take the subway	line=1, vehicle=subway, from_stop=Houston Street, departure_time=8:18pm, direction=Port Authority Bus Terminal
apologize	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to seven am i would like to take the bus	*=notfound, departure_time=7:00, ampm=am, vehicle=bus
request	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to eight pm i would like to take the subway	from_stop=?, to_stop=?
confirm-request	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to eight pm i would like to take the subway	confirm: departure_time=8:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?
confirm	is there an alternative to *NUMBER *AMPM i would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	is there an alternative to eight pm i would like to take the subway	departure_time=8:00, ampm=pm, vehicle=subway
reply	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	from_stop=Cathedral Parkway, vehicle=subway, direction=Lincoln Center, line=A, departure_time=7:13am
apologize	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	*=notfound, vehicle=subway
request	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	from_stop=?, to_stop=?
confirm-request	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm	is there an alternative to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	is there an alternative to take the subway	vehicle=subway
reply	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at nine pm	from_stop=Prince Street, line=J, direction=Wall Street, vehicle=subway, departure_time=9:08pm
apologize	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at seven pm	*=notfound, departure_time=7:00, ampm=pm
request	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at four pm	from_stop=?, to_stop=?
confirm-request	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at five pm	confirm: departure_time=5:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	is there an option at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option at five pm	departure_time=5:00, ampm=pm
reply	is there an option at *NUMBER o'clock	"inform(departure_time=""*TIME"")"	is there an option at five o'clock	line=Z, direction=Essex Street, vehicle=subway, departure_time=5:08am, from_stop=Houston Street
apologize	is there an option at *NUMBER o'clock	"inform(departure_time=""*TIME"")"	is there an option at twelve o'clock	*=notfound, departure_time=12:00
request	is there an option at *NUMBER o'clock	"inform(departure_time=""*TIME"")"	is there an option at five o'clock	from_stop=?, to_stop=?
confirm-request	is there an option at *NUMBER o'clock	"inform(departure_time=""*TIME"")"	is there an option at seven o'clock	confirm: departure_time=7:00; request: from_stop=?, to_stop=?
confirm	is there an option at *NUMBER o'clock	"inform(departure_time=""*TIME"")"	is there an option at seven o'clock	departure_time=7:00
reply	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for three o'clock in the afternoon	direction=Delancey Street, vehicle=subway, departure_time=3:06pm, line=E, from_stop=Roosevelt Island
apologize	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for ten o'clock in the morning	*=notfound, departure_time=10:00, ampm=am
request	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for ten o'clock in the evening	from_stop=?, to_stop=?
confirm-request	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for eleven o'clock in the morning	confirm: departure_time=11:00, ampm=am; request: from_stop=?, to_stop=?
confirm	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for eleven o'clock in the morning	departure_time=11:00, ampm=am
reply	is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there another alternative for three o'clock in the afternoon by taking the subway	from_stop=Wall Street, direction=Union Square, departure_time=3:03pm, line=N, vehicle=subway
apologize	is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there another alternative for four o'clock in the afternoon by taking the bus	*=notfound, departure_time=4:00, ampm=pm, vehicle=bus, alternative=next
confirm	is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")&inform(alternative=""next"")"	is there another alternative for one o'clock in the afternoon by taking the subway	departure_time=1:00, ampm=pm, vehicle=subway, alternative=next
reply	is there another alternative	"inform(alternative=""next"")"	is there another alternative	vehicle=subway, direction=Fulton Street, departure_time=9:15am, line=A, from_stop=Times Square
apologize	is there another alternative	"inform(alternative=""next"")"	is there another alternative	*=notfound, alternative=next
confirm	is there another alternative	"inform(alternative=""next"")"	is there another alternative	alternative=next
reply	is there another connection after	"inform(alternative=""next"")"	is there another connection after	from_stop=Canal Street, direction=Rockefeller Center, line=M8, vehicle=bus, departure_time=8:05am
apologize	is there another connection after	"inform(alternative=""next"")"	is there another connection after	*=notfound, alternative=next
confirm	is there another connection after	"inform(alternative=""next"")"	is there another connection after	alternative=next
reply	is there another option	"inform(alternative=""next"")"	is there another option	direction=Bryant Park, line=M4, from_stop=Rockefeller Center, departure_time=6:06pm, vehicle=bus
apologize	is there another option	"inform(alternative=""next"")"	is there another option	*=notfound, alternative=next
confirm	is there another option	"inform(alternative=""next"")"	is there another option	alternative=next
reply	is there any other connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")"	is there any other connection from Broad Street to Union Square	departure_time=8:19pm, line=M101, from_stop=Broad Street, direction=Union Square, vehicle=bus
apologize	is there any other connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")"	is there any other connection from Astor Place to Bryant Park	*=notfound, from_stop=Astor Place, to_stop=Bryant Park, alternative=next
confirm	is there any other connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")&inform(alternative=""next"")"	is there any other connection from Wall Street to Cortlandt Street	from_stop=Wall Street, to_stop=Cortlandt Street, alternative=next
reply	is there a ride at a later time	"inform(alternative=""next"")"	is there a ride at a later time	departure_time=6:10pm, from_stop=Cathedral Parkway, line=4, direction=Franklin Street, vehicle=subway
